model,num_atoms,atom_name,lattice_constant,time,std,precision,gpu
SevenNet-l3i5,8,Si,5.43,33.765435218811035,0.2982417835951131,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-l3i5,64,Si,5.43,34.07621383666992,0.2047187729445412,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-l3i5,216,Si,5.43,35.09414196014404,0.5825544009475869,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-l3i5,512,Si,5.43,37.24551200866699,0.27651290478785256,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-l3i5,1000,Si,5.43,39.90936279296875,0.7734734714015321,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-l3i5,1728,Si,5.43,43.45512390136719,1.2857883302403394,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-l3i5,2744,Si,5.43,50.17995834350586,0.5862457329547723,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-l3i5,4096,Si,5.43,63.13586235046387,0.8835609080191384,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-l3i5,5832,Si,5.43,82.26227760314941,0.824273875765139,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-l3i5,8000,Si,5.43,110.75043678283691,1.158781877697206,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-l3i5,10648,Si,5.43,152.24647521972656,1.0799294119287592,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-l3i5,13824,Si,5.43,190.36030769348145,0.8521924686286539,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-l3i5,17576,Si,5.43,236.5710735321045,0.8868849842139527,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-l3i5,21952,Si,5.43,307.3413372039795,0.6746413483328297,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-l3i5,27000,Si,5.43,388.6523246765137,0.3732907606356608,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-l3i5,32768,Si,5.43,469.1150188446045,1.2003416957125044,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-l3i5,39304,Si,5.43,567.0733451843262,1.0955674743002515,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-l3i5,46656,Si,5.43,675.1177310943604,3.7023056571641346,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-l3i5,54872,Si,5.43,810.8227252960205,1.1419966130884573,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-l3i5,64000,Si,5.43,928.4926652908325,2.0833048259969935,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Nequix-MP-1.5,8,Si,5.43,12.463927268981934,0.2921892806842082,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Nequix-MP-1.5,64,Si,5.43,9.746074676513672,0.2932623949088859,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Nequix-MP-1.5,216,Si,5.43,10.80787181854248,0.13237693655738772,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Nequix-MP-1.5,512,Si,5.43,13.563871383666992,1.2078678822038618,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Nequix-MP-1.5,1000,Si,5.43,21.18539810180664,0.11804027281192879,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Nequix-MP-1.5,1728,Si,5.43,29.461145401000977,0.30236654126747375,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Nequix-MP-1.5,2744,Si,5.43,42.905330657958984,0.5924519312093194,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Nequix-MP-1.5,4096,Si,5.43,61.307549476623535,0.7631932397245571,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Nequix-MP-1.5,5832,Si,5.43,87.64517307281494,2.4713209037551556,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Nequix-MP-1.5,8000,Si,5.43,117.52057075500488,1.0193389999800297,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Nequix-MP-1.5,10648,Si,5.43,165.51446914672852,0.7302320976756945,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Nequix-MP-1.5,13824,Si,5.43,217.25130081176758,0.8606867054040039,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Nequix-MP-1.5,17576,Si,5.43,267.20285415649414,5.080502626844846,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,8,Si,5.43,36.44406795501709,0.2624701587329514,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,64,Si,5.43,39.61813449859619,0.827895186459763,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,216,Si,5.43,42.25504398345947,0.6622469123826897,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,512,Si,5.43,48.609018325805664,0.32533084488040637,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,1000,Si,5.43,57.29246139526367,0.4768820273599743,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,1728,Si,5.43,72.00241088867188,1.6979894767556152,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,2744,Si,5.43,91.24565124511719,1.2971086767002753,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,4096,Si,5.43,119.07291412353516,1.545496371218916,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,5832,Si,5.43,156.78787231445312,0.9275667516045224,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,8000,Si,5.43,207.99851417541504,0.6180461323772435,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,10648,Si,5.43,292.95170307159424,0.3536459260634203,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,13824,Si,5.43,383.9513063430786,3.201777536429834,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,17576,Si,5.43,480.91983795166016,0.7776781437884327,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,21952,Si,5.43,577.0411491394043,10.000839385300722,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,27000,Si,5.43,707.4838876724243,6.787416628152339,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,32768,Si,5.43,975.8403301239014,3.24684062408487,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,39304,Si,5.43,1251.8211603164673,7.598308995310672,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,46656,Si,5.43,1494.4229125976562,2.392088310376222,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,54872,Si,5.43,1746.2859153747559,0.7285398723479106,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,64000,Si,5.43,2050.351619720459,0.38652175787826315,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,8,Si,5.43,10.791420936584473,0.070722220909456,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,64,Si,5.43,13.327956199645996,0.13861212107769189,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,216,Si,5.43,22.581100463867188,113.28181597583941,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,512,Si,5.43,40.16220569610596,0.5346333520012223,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,1000,Si,5.43,77.0101547241211,0.7205375189649881,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,1728,Si,5.43,131.0865879058838,1.7816617407884001,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,2744,Si,5.43,210.2968692779541,0.4151537784352556,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,4096,Si,5.43,330.45756816864014,0.882938287691599,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,5832,Si,5.43,423.3136177062988,0.9457660621163865,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,8000,Si,5.43,586.9779586791992,71.94047544761955,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,10648,Si,5.43,784.7912311553955,0.8570676042515639,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,13824,Si,5.43,1027.791976928711,1.4063399170959847,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,17576,Si,5.43,1309.5420598983765,2.3046694697846357,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,21952,Si,5.43,1650.465726852417,3.4010627228940624,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,27000,Si,5.43,2118.6883449554443,4.037359382677552,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,32768,Si,5.43,2640.573024749756,0.2205371856689453,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
eSEN-6M-OC25,8,Si,5.43,46.065449714660645,0.3898637479247639,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
eSEN-6M-OC25,64,Si,5.43,47.94967174530029,109.93457541081578,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
eSEN-6M-OC25,216,Si,5.43,49.76773262023926,25.30755267547963,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
eSEN-6M-OC25,512,Si,5.43,85.83259582519531,1.1089531987699104,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
eSEN-6M-OC25,1000,Si,5.43,164.0012264251709,0.7754058497370524,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
eSEN-6M-OC25,1728,Si,5.43,284.098744392395,0.25888330672564674,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
eSEN-6M-OC25,2744,Si,5.43,447.20983505249023,0.1387921582154758,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
