model,atoms,time,std,precision,gpu
SevenNet-l3i5,8,32.67061710357666,0.5228841808207517,float32,NVIDIA A100-SXM4-80GB
SevenNet-l3i5,64,70.1979398727417,0.672664359424392,float32,NVIDIA A100-SXM4-80GB
SevenNet-l3i5,216,69.62239742279053,3.2890568446924116,float32,NVIDIA A100-SXM4-80GB
SevenNet-l3i5,512,233.88302326202393,8.470139193979398,float32,NVIDIA A100-SXM4-80GB
SevenNet-l3i5,1000,296.8086004257202,24.28301556000079,float32,NVIDIA A100-SXM4-80GB
SevenNet-l3i5,1728,394.5004940032959,41.586151297834284,float32,NVIDIA A100-SXM4-80GB
SevenNet-l3i5,2744,781.3001871109009,77.05335624859373,float32,NVIDIA A100-SXM4-80GB
SevenNet-l3i5,4096,965.5622243881226,109.23093270068604,float32,NVIDIA A100-SXM4-80GB
SevenNet-l3i5,5832,1178.415298461914,224.34939619768724,float32,NVIDIA A100-SXM4-80GB
Nequix-MP-1,8,6.701469421386719,0.20932172797749904,float32,NVIDIA A100-SXM4-80GB
Nequix-MP-1,64,24.593710899353027,0.24455974330821195,float32,NVIDIA A100-SXM4-80GB
Nequix-MP-1,216,96.12596035003662,0.4676627040436757,float32,NVIDIA A100-SXM4-80GB
Nequix-MP-1,512,191.82884693145752,0.4705029715060782,float32,NVIDIA A100-SXM4-80GB
Nequix-MP-1,1000,397.552490234375,0.8530246559033685,float32,NVIDIA A100-SXM4-80GB
Nequix-MP-1,1728,640.4242515563965,1.6059320494605656,float32,NVIDIA A100-SXM4-80GB
Nequix-MP-1,2744,995.1754808425903,2.5372101189115948,float32,NVIDIA A100-SXM4-80GB
Nequix-MP-1,4096,1606.1532497406006,3.8903097439326255,NVIDIA A100-SXM4-80GB
Nequix-MP-1.5-no-kernel,8,18.6617374420166,0.07743875762994247,NVIDIA A100-SXM4-80GB
Nequix-MP-1.5-no-kernel,64,20.55835723876953,0.05838164660252689,NVIDIA A100-SXM4-80GB
Nequix-MP-1.5-no-kernel,216,99.10619258880615,0.5380125390292296,NVIDIA A100-SXM4-80GB
Nequix-MP-1.5-no-kernel,512,158.461332321167,1.1054335968040863,NVIDIA A100-SXM4-80GB
Nequix-MP-1.5-no-kernel,1000,311.2083673477173,3.846205777191283,NVIDIA A100-SXM4-80GB
Nequix-MP-1.5-no-kernel,1728,469.50972080230713,2.80183037463568,NVIDIA A100-SXM4-80GB
eSEN-6M-OC25,8,48.7523078918457,0.227276764806612,NVIDIA A100-SXM4-80GB
eSEN-6M-OC25,64,74.70035552978516,0.10057656705875528,NVIDIA A100-SXM4-80GB
eSEN-6M-OC25,216,203.67491245269775,10.82768080026685,NVIDIA A100-SXM4-80GB
eSEN-6M-OC25,512,456.1753273010254,0.8742573162496659,NVIDIA A100-SXM4-80GB
eSEN-6M-OC25,1000,877.6880502700806,11.388284042198517,NVIDIA A100-SXM4-80GB
eSEN-6M-OC25,1728,1505.5625438690186,3.5156931236428144,NVIDIA A100-SXM4-80GB
eSEN-6M-OC25,2744,2380.0501823425293,5.565839088701051,NVIDIA A100-SXM4-80GB
NequIP-MP-L,8,3.990292549133301,0.016748879727924593,NVIDIA A100-SXM4-80GB
NequIP-MP-L,64,9.4679594039917,0.6717054732844723,NVIDIA A100-SXM4-80GB
